AGE (months),Underweight (from),Underweight (to),Normal (from),Normal (to),Overweight (from),Overweight (to),Obese Class I (from),Obese Class I (to),Obese Class II (from), Obese Class II (to),Obese Class III
229,16.0,18.49,18.5,24.99,25.0,29.99,30.0,34.99,35.0,39.99,40.0
